tab 	sites
age	age_high	age_low	age_unit	citations	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	samples	site	software_packages	specimens	vgp_dm	vgp_dp	vgp_lat	vgp_lon
1082.18	1083.43	1080.93	Ma	This study	7.7	lt	11.6	38.5	46.0	9	9	9	n	8.8256	100	Extrusive:Igneous	Lava Flow	36.2825	Basalt	Grand Canyon	248.108611	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB5-1:CB5-2:CB5-3:CB5-4:CB5-5:CB5-6:CB5-7:CB5-8:CB5-9	CB5	pmagpy-4.2.24-1: demag_gui.v.3.0	CB5-1a:CB5-2a:CB5-3a:CB5-4a:CB5-5a:CB5-6a:CB5-7a:CB5-8a:CB5-9a	9.1	5.4	72.3	30.3
1082.18	1083.43	1080.93	Ma	This study	6.2	mt	276.3	56.5	71.0	9	9	9	t	8.8873	100	Extrusive:Igneous	Lava Flow	36.2825	Basalt	Grand Canyon	248.108611	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB5-1:CB5-2:CB5-3:CB5-4:CB5-5:CB5-6:CB5-7:CB5-8:CB5-9	CB5	pmagpy-4.2.24-1: demag_gui.v.3.0	CB5-1a:CB5-2a:CB5-3a:CB5-4a:CB5-5a:CB5-6a:CB5-7a:CB5-8a:CB5-9a	9.0	6.5	25.3	186.8
1082.18	1083.43	1080.93	Ma	This study	6.6	ht	247.1	35.3	71.0	8	8	8	t	7.9012	0	Extrusive:Igneous	Lava Flow	36.145833	Basalt	Grand Canyon	248.1725	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	g	CB6-1:CB6-2:CB6-3:CB6-4:CB6-5:CB6-6:CB6-7:CB6-8	CB6	pmagpy-4.2.24-1: demag_gui.v.3.0	CB6-1a:CB6-2a:CB6-3a:CB6-4a:CB6-5a:CB6-6a:CB6-7a:CB6-8a	7.6	4.4	-5.7	187.4
1082.18	1083.43	1080.93	Ma	This study	12.1	lt	347.5	63.5	41.0	5	5	5	n	4.9016	0	Extrusive:Igneous	Lava Flow	36.145833	Basalt	Grand Canyon	248.1725	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB6-1:CB6-2:CB6-4:CB6-5:CB6-8	CB6	pmagpy-4.2.24-1: demag_gui.v.3.0	CB6-1a:CB6-2a:CB6-4a:CB6-5a:CB6-8a	19.1	15.2	77.0	205.4
1082.18	1083.43	1080.93	Ma	This study	5.9	mt	248.6	35.0	88.0	8	8	8	t	7.9203	0	Extrusive:Igneous	Lava Flow	36.145833	Basalt	Grand Canyon	248.1725	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	CB6-1:CB6-2:CB6-3:CB6-4:CB6-5:CB6-6:CB6-7:CB6-8	CB6	pmagpy-4.2.24-1: demag_gui.v.3.0	CB6-1a:CB6-2a:CB6-3a:CB6-4a:CB6-5a:CB6-6a:CB6-7a:CB6-8a	6.8	3.9	-4.8	186.3
1082.18	1083.43	1080.93	Ma	This study	6.6	ht	250.9	47.4	71.0	8	8	8	t	7.9013	100	Extrusive:Igneous	Lava Flow	36.145833	Basalt	Grand Canyon	248.1725	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	g	CB6-1:CB6-2:CB6-3:CB6-4:CB6-5:CB6-6:CB6-7:CB6-8	CB6	pmagpy-4.2.24-1: demag_gui.v.3.0	CB6-1a:CB6-2a:CB6-3a:CB6-4a:CB6-5a:CB6-6a:CB6-7a:CB6-8a	8.6	5.6	2.8	192.0
1082.18	1083.43	1080.93	Ma	This study	12.1	lt	5.2	55.8	41.0	5	5	5	n	4.9018	100	Extrusive:Igneous	Lava Flow	36.145833	Basalt	Grand Canyon	248.1725	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB6-1:CB6-2:CB6-4:CB6-5:CB6-8	CB6	pmagpy-4.2.24-1: demag_gui.v.3.0	CB6-1a:CB6-2a:CB6-4a:CB6-5a:CB6-8a	17.3	12.4	85.8	333.9
1082.18	1083.43	1080.93	Ma	This study	5.9	mt	252.7	47.0	88.0	8	8	8	t	7.9202	100	Extrusive:Igneous	Lava Flow	36.145833	Basalt	Grand Canyon	248.1725	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB6-1:CB6-2:CB6-3:CB6-4:CB6-5:CB6-6:CB6-7:CB6-8	CB6	pmagpy-4.2.24-1: demag_gui.v.3.0	CB6-1a:CB6-2a:CB6-3a:CB6-4a:CB6-5a:CB6-6a:CB6-7a:CB6-8a	7.6	4.9	3.8	190.7
1082.18	1083.43	1080.93	Ma	This study	12.1	ht	259.7	27.9	41.0	5	5	5	t	4.9023	0	Extrusive:Igneous	Lava Flow	36.14643	Basalt	Grand Canyon	248.17308	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	g	CB7-1:CB7-2:CB7-3:CB7-4:CB7-7	CB7	pmagpy-4.2.24-1: demag_gui.v.3.0	CB7-1a:CB7-2a:CB7-3a:CB7-4a:CB7-7a	13.2	7.2	0.7	176.1
1082.18	1083.43	1080.93	Ma	This study	11.7	lt	356.1	62.1	23.0	8	8	8	n	7.6988	0	Extrusive:Igneous	Lava Flow	36.14643	Basalt	Grand Canyon	248.17308	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB7-1:CB7-2:CB7-3:CB7-4:CB7-5:CB7-6:CB7-7:CB7-8	CB7	pmagpy-4.2.24-1: demag_gui.v.3.0	CB7-1a:CB7-2a:CB7-3a:CB7-4a:CB7-5a:CB7-6a:CB7-7a:CB7-8a	18.2	14.1	82.2	226.8
1082.18	1083.43	1080.93	Ma	This study	5.4	mt	264.0	32.3	106.0	8	8	8	t	7.9338	0	Extrusive:Igneous	Lava Flow	36.14643	Basalt	Grand Canyon	248.17308	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	CB7-1:CB7-2:CB7-3:CB7-4:CB7-5:CB7-6:CB7-7:CB7-8	CB7	pmagpy-4.2.24-1: demag_gui.v.3.0	CB7-1a:CB7-2a:CB7-3a:CB7-4a:CB7-5a:CB7-6a:CB7-7a:CB7-8a	6.1	3.4	5.6	175.8
1082.18	1083.43	1080.93	Ma	This study	12.1	ht	264.2	38.7	41.0	5	5	5	t	4.9023	100	Extrusive:Igneous	Lava Flow	36.14643	Basalt	Grand Canyon	248.17308	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	g	CB7-1:CB7-2:CB7-3:CB7-4:CB7-7	CB7	pmagpy-4.2.24-1: demag_gui.v.3.0	CB7-1a:CB7-2a:CB7-3a:CB7-4a:CB7-7a	14.4	8.6	8.3	179.2
1082.18	1083.43	1080.93	Ma	This study	11.7	lt	10.7	53.1	23.0	8	8	8	n	7.6989	100	Extrusive:Igneous	Lava Flow	36.14643	Basalt	Grand Canyon	248.17308	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB7-1:CB7-2:CB7-3:CB7-4:CB7-5:CB7-6:CB7-7:CB7-8	CB7	pmagpy-4.2.24-1: demag_gui.v.3.0	CB7-1a:CB7-2a:CB7-3a:CB7-4a:CB7-5a:CB7-6a:CB7-7a:CB7-8a	16.2	11.2	80.9	350.9
1082.18	1083.43	1080.93	Ma	This study	5.4	mt	269.9	42.5	106.0	8	8	8	t	7.9337	100	Extrusive:Igneous	Lava Flow	36.14643	Basalt	Grand Canyon	248.17308	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB7-1:CB7-2:CB7-3:CB7-4:CB7-5:CB7-6:CB7-7:CB7-8	CB7	pmagpy-4.2.24-1: demag_gui.v.3.0	CB7-1a:CB7-2a:CB7-3a:CB7-4a:CB7-5a:CB7-6a:CB7-7a:CB7-8a	6.7	4.1	14.1	178.5
1082.18	1083.43	1080.93	Ma	This study	5.3	lt	12.5	62.1	109.0	8	8	8	n	7.9358	0	Extrusive:Igneous	Lava Flow	36.107222	Basalt	Grand Canyon	248.151389	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB8-1:CB8-2:CB8-3:CB8-4:CB8-5:CB8-6:CB8-7:CB8-8	CB8	pmagpy-4.2.24-1: demag_gui.v.3.0	CB8-1a:CB8-2a:CB8-3a:CB8-4a:CB8-5a:CB8-6a:CB8-7a:CB8-8a	8.2	6.4	78.0	297.2
1082.18	1083.43	1080.93	Ma	This study	4.9	mt	264.6	37.4	131.0	8	8	8	t	7.9467	0	Extrusive:Igneous	Lava Flow	36.107222	Basalt	Grand Canyon	248.151389	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	g	CB8-1:CB8-2:CB8-3:CB8-4:CB8-5:CB8-6:CB8-7:CB8-8	CB8	pmagpy-4.2.24-1: demag_gui.v.3.0	CB8-1a:CB8-2a:CB8-3a:CB8-4a:CB8-5a:CB8-6a:CB8-7a:CB8-8a	5.8	3.4	8.0	178.3
1082.18	1083.43	1080.93	Ma	This study	5.3	lt	10.6	51.7	109.0	8	8	8	n	7.9357	100	Extrusive:Igneous	Lava Flow	36.107222	Basalt	Grand Canyon	248.151389	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB8-1:CB8-2:CB8-3:CB8-4:CB8-5:CB8-6:CB8-7:CB8-8	CB8	pmagpy-4.2.24-1: demag_gui.v.3.0	CB8-1a:CB8-2a:CB8-3a:CB8-4a:CB8-5a:CB8-6a:CB8-7a:CB8-8a	7.2	4.9	80.5	358.4
1082.18	1083.43	1080.93	Ma	This study	4.8	mt	272.7	38.5	132.0	8	8	8	t	7.9469	100	Extrusive:Igneous	Lava Flow	36.107222	Basalt	Grand Canyon	248.151389	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	g	CB8-1:CB8-2:CB8-3:CB8-4:CB8-5:CB8-6:CB8-7:CB8-8	CB8	pmagpy-4.2.24-1: demag_gui.v.3.0	CB8-1a:CB8-2a:CB8-3a:CB8-4a:CB8-5a:CB8-6a:CB8-7a:CB8-8a	5.7	3.4	14.7	174.5
1082.18	1083.43	1080.93	Ma	This study	10.3	ht	280.4	32.1	35.0	7	7	7	t	6.8301	0	Extrusive:Igneous	Lava Flow	36.10733	Basalt	Grand Canyon	248.15071	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB9-1:CB9-3:CB9-4:CB9-5:CB9-7:CB9-8:CB9-9	CB9	pmagpy-4.2.24-1: demag_gui.v.3.0	CB9-1a:CB9-3a:CB9-4a:CB9-5a:CB9-7a:CB9-8a:CB9-9a	11.6	6.5	18.4	166.7
1082.18	1083.43	1080.93	Ma	This study	9.4	lt	10.7	49.2	52.0	6	6	6	n	5.9038	0	Extrusive:Igneous	Lava Flow	36.10733	Basalt	Grand Canyon	248.15071	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CB9-1:CB9-2:CB9-4:CB9-5:CB9-7:CB9-9	CB9	pmagpy-4.2.24-1: demag_gui.v.3.0	CB9-1a:CB9-2a:CB9-4a:CB9-5a:CB9-7a:CB9-9a	12.4	8.2	79.2	9.0
1082.18	1083.43	1080.93	Ma	This study	5.7	mt	278.1	28.4	95.0	8	8	8	t	7.9266	0	Extrusive:Igneous	Lava Flow	36.10733	Basalt	Grand Canyon	248.15071	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:LP-DC4:DE-FM	g	CB9-1:CB9-2:CB9-3:CB9-4:CB9-5:CB9-7:CB9-8:CB9-9	CB9	pmagpy-4.2.24-1: demag_gui.v.3.0	CB9-1a:CB9-2a:CB9-3a:CB9-4a:CB9-5a:CB9-7a:CB9-8a:CB9-9a	6.3	3.4	15.3	165.9
1082.18	1083.43	1080.93	Ma	This study	10.3	ht	286.7	30.5	35.0	7	7	7	t	6.8306	100	Extrusive:Igneous	Lava Flow	36.10733	Basalt	Grand Canyon	248.15071	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB9-1:CB9-3:CB9-4:CB9-5:CB9-7:CB9-8:CB9-9	CB9	pmagpy-4.2.24-1: demag_gui.v.3.0	CB9-1a:CB9-3a:CB9-4a:CB9-5a:CB9-7a:CB9-8a:CB9-9a	11.5	6.4	22.9	162.2
1082.18	1083.43	1080.93	Ma	This study	9.4	lt	9.7	38.9	52.0	6	6	6	n	5.9041	100	Extrusive:Igneous	Lava Flow	36.10733	Basalt	Grand Canyon	248.15071	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CB9-1:CB9-2:CB9-4:CB9-5:CB9-7:CB9-9	CB9	pmagpy-4.2.24-1: demag_gui.v.3.0	CB9-1a:CB9-2a:CB9-4a:CB9-5a:CB9-7a:CB9-9a	11.2	6.7	73.5	34.7
1082.18	1083.43	1080.93	Ma	This study	5.7	mt	283.6	27.3	96.0	8	8	8	t	7.9271	100	Extrusive:Igneous	Lava Flow	36.10733	Basalt	Grand Canyon	248.15071	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:LP-DC4:DE-FM:DA-DIR-GEO	g	CB9-1:CB9-2:CB9-3:CB9-4:CB9-5:CB9-7:CB9-8:CB9-9	CB9	pmagpy-4.2.24-1: demag_gui.v.3.0	CB9-1a:CB9-2a:CB9-3a:CB9-4a:CB9-5a:CB9-7a:CB9-8a:CB9-9a	6.2	3.4	19.3	162.3
1082.18	1083.43	1080.93	Ma	This study	6.6	ht	243.5	63.0	84.0	7	7	7	t	6.9283	0	Sedimentary	Sediment Layer	36.108056	Sandstone	Grand Canyon	248.15111100000001	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	CBS1-1:CBS1-2:CBS1-3:CBS1-4:CBS1-5:CBS1-6:CBS1-7	CBS1	pmagpy-4.2.24-1: demag_gui.v.3.0	CBS1-1a:CBS1-2a:CBS1-3a:CBS1-4a:CBS1-5a:CBS1-6a:CBS1-7a	10.4	8.2	8.9	207.9
1082.18	1083.43	1080.93	Ma	This study	5.2	mt	247.6	62.6	134.0	7	7	7	t	6.9553	0	Sedimentary	Sediment Layer	36.108056	Sandstone	Grand Canyon	248.15111100000001	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	CBS1-1:CBS1-2:CBS1-3:CBS1-4:CBS1-5:CBS1-6:CBS1-7	CBS1	pmagpy-4.2.24-1: demag_gui.v.3.0	CBS1-1a:CBS1-2a:CBS1-3a:CBS1-4a:CBS1-5a:CBS1-6a:CBS1-7a	8.1	6.4	10.8	205.5
1082.18	1083.43	1080.93	Ma	This study	6.6	ht	264.5	66.8	84.0	7	7	7	t	6.9284	100	Sedimentary	Sediment Layer	36.108056	Sandstone	Grand Canyon	248.15111100000001	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CBS1-1:CBS1-2:CBS1-3:CBS1-4:CBS1-5:CBS1-6:CBS1-7	CBS1	pmagpy-4.2.24-1: demag_gui.v.3.0	CBS1-1a:CBS1-2a:CBS1-3a:CBS1-4a:CBS1-5a:CBS1-6a:CBS1-7a	10.9	9.0	23.4	203.3
1082.18	1083.43	1080.93	Ma	This study	5.2	mt	268.3	65.7	135.0	7	7	7	t	6.9556	100	Sedimentary	Sediment Layer	36.108056	Sandstone	Grand Canyon	248.15111100000001	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	CBS1-1:CBS1-2:CBS1-3:CBS1-4:CBS1-5:CBS1-6:CBS1-7	CBS1	pmagpy-4.2.24-1: demag_gui.v.3.0	CBS1-1a:CBS1-2a:CBS1-3a:CBS1-4a:CBS1-5a:CBS1-6a:CBS1-7a	8.5	6.9	24.9	200.5
1098.1	1098.5	1097.7	Ma	This study	10.4	lt	15.8	61.9	42.0	6	6	6	n	5.882	0	Intrusive:Igneous	Diabase	36.024722	Diabase	Grand Canyon	248.07	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	UI1-1:UI1-3:UI1-4:UI1-5:UI1-6:UI1-8	UI1	pmagpy-4.2.24-1: demag_gui.v.3.0	UI1-1a:UI1-3a:UI1-4a:UI1-5a:UI1-6a:UI1-8a	16.1	12.5	75.9	303.0
1098.1	1098.5	1097.7	Ma	This study	3.8	mt	263.9	19.3	217.0	8	8	8	t	7.9678	0	Intrusive:Igneous	Diabase	36.024722	Diabase	Grand Canyon	248.07	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	UI1-1:UI1-2:UI1-3:UI1-4:UI1-5:UI1-6:UI1-7:UI1-8	UI1	pmagpy-4.2.24-1: demag_gui.v.3.0	UI1-1a:UI1-2a:UI1-3a:UI1-4a:UI1-5a:UI1-6a:UI1-7a:UI1-8a	4.0	2.1	1.0	169.7
1098.1	1098.5	1097.7	Ma	This study	10.4	lt	15.7	47.9	42.0	6	6	6	n	5.8821	100	Intrusive:Igneous	Diabase	36.024722	Diabase	Grand Canyon	248.07	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	UI1-1:UI1-3:UI1-4:UI1-5:UI1-6:UI1-8	UI1	pmagpy-4.2.24-1: demag_gui.v.3.0	UI1-1a:UI1-3a:UI1-4a:UI1-5a:UI1-6a:UI1-8a	13.6	8.9	75.0	1.7
1098.1	1098.5	1097.7	Ma	This study	3.8	mt	269.1	23.9	216.0	8	8	8	t	7.9677	100	Intrusive:Igneous	Diabase	36.024722	Diabase	Grand Canyon	248.07	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	UI1-1:UI1-2:UI1-3:UI1-4:UI1-5:UI1-6:UI1-7:UI1-8	UI1	pmagpy-4.2.24-1: demag_gui.v.3.0	UI1-1a:UI1-2a:UI1-3a:UI1-4a:UI1-5a:UI1-6a:UI1-7a:UI1-8a	4.1	2.2	6.6	168.7
1098.1	1098.5	1097.7	Ma	This study	68.9	lt	13.7	56.4	15.0	2	2	2	n	1.9348	0	Intrusive:Igneous	Diabase	36.045556	Diabase	Grand Canyon	248.08166699999998	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	UI2-6:UI2-7	UI2	pmagpy-4.2.24-1: demag_gui.v.3.0	UI2-6a:UI2-7a	99.5	71.8	79.0	329.3
1098.1	1098.5	1097.7	Ma	This study	6.4	mt	258.1	20.4	75.0	8	8	8	t	7.9065	0	Intrusive:Igneous	Diabase	36.045556	Diabase	Grand Canyon	248.08166699999998	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:LP-DC4:DE-FM	g	UI2-1:UI2-2:UI2-3:UI2-4:UI2-5:UI2-6:UI2-7:UI2-8	UI2	pmagpy-4.2.24-1: demag_gui.v.3.0	UI2-1a:UI2-2a:UI2-3a:UI2-4a:UI2-5a:UI2-6a:UI2-7a:UI2-8a	6.7	3.5	-3.2	173.6
1098.1	1098.5	1097.7	Ma	This study	68.7	lt	356.9	37.7	15.0	2	2	2	n	1.9351	100	Intrusive:Igneous	Diabase	36.045556	Diabase	Grand Canyon	248.08166699999998	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	UI2-6:UI2-7	UI2	pmagpy-4.2.24-1: demag_gui.v.3.0	UI2-6a:UI2-7a	81.0	47.7	74.8	79.2
1098.1	1098.5	1097.7	Ma	This study	6.5	mt	264.0	10.0	75.0	8	8	8	t	7.9062	100	Intrusive:Igneous	Diabase	36.045556	Diabase	Grand Canyon	248.08166699999998	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:LP-DC4:DE-FM:DA-DIR-GEO	g	UI2-1:UI2-2:UI2-3:UI2-4:UI2-5:UI2-6:UI2-7:UI2-8	UI2	pmagpy-4.2.24-1: demag_gui.v.3.0	UI2-1a:UI2-2a:UI2-3a:UI2-4a:UI2-5a:UI2-6a:UI2-7a:UI2-8a	6.6	3.3	-1.9	165.7
1098.1	1098.5	1097.7	Ma	This study	69.9	lt	348.0	55.2	15.0	2	2	2	n	1.9332	0	Intrusive:Igneous	Diabase	36.045833	Diabase	Grand Canyon	248.073333	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	UI3-1:UI3-6	UI3	pmagpy-4.2.24-1: demag_gui.v.3.0	UI3-1a:UI3-6a	99.4	70.7	80.3	159.8
1098.1	1098.5	1097.7	Ma	This study	4.7	mt	264.0	14.3	140.0	8	8	8	t	7.9498	0	Intrusive:Igneous	Diabase	36.045833	Diabase	Grand Canyon	248.073333	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	UI3-1:UI3-2:UI3-3:UI3-4:UI3-5:UI3-6:UI3-7:UI3-8	UI3	pmagpy-4.2.24-1: demag_gui.v.3.0	UI3-1a:UI3-2a:UI3-3a:UI3-4a:UI3-5a:UI3-6a:UI3-7a:UI3-8a	4.8	2.5	-0.5	167.5
1098.1	1098.5	1097.7	Ma	This study	69.9	lt	4.2	54.6	15.0	2	2	2	n	1.9332	100	Intrusive:Igneous	Diabase	36.045833	Diabase	Grand Canyon	248.073333	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	UI3-1:UI3-6	UI3	pmagpy-4.2.24-1: demag_gui.v.3.0	UI3-1a:UI3-6a	98.7	69.7	86.5	351.9
1098.1	1098.5	1097.7	Ma	This study	4.7	mt	264.1	25.6	139.0	8	8	8	t	7.9497	100	Intrusive:Igneous	Diabase	36.045833	Diabase	Grand Canyon	248.073333	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	UI3-1:UI3-2:UI3-3:UI3-4:UI3-5:UI3-6:UI3-7:UI3-8	UI3	pmagpy-4.2.24-1: demag_gui.v.3.0	UI3-1a:UI3-2a:UI3-3a:UI3-4a:UI3-5a:UI3-6a:UI3-7a:UI3-8a	5.1	2.7	3.2	172.4
1098.1	1098.5	1097.7	Ma	This study	4.6	lt	8.9	62.4	170.0	7	7	7	n	6.9647	0	Intrusive:Igneous	Diabase	36.235278	Diabase	Grand Canyon	247.670556	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	UI4-1:UI4-2:UI4-3:UI4-4:UI4-5:UI4-7:UI4-8	UI4	pmagpy-4.2.24-1: demag_gui.v.3.0	UI4-1a:UI4-2a:UI4-3a:UI4-4a:UI4-5a:UI4-7a:UI4-8a	7.2	5.6	79.9	287.2
1098.1	1098.5	1097.7	Ma	This study	8.3	mt	278.2	49.2	54.0	7	7	7	t	6.888	0	Intrusive:Igneous	Diabase	36.235278	Diabase	Grand Canyon	247.670556	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	g	UI4-1:UI4-2:UI4-3:UI4-4:UI4-5:UI4-7:UI4-8	UI4	pmagpy-4.2.24-1: demag_gui.v.3.0	UI4-1a:UI4-2a:UI4-3a:UI4-4a:UI4-5a:UI4-7a:UI4-8a	11.0	7.3	23.3	178.8
1098.1	1098.5	1097.7	Ma	This study	4.6	lt	18.6	34.8	170.0	7	7	7	n	6.9647	100	Intrusive:Igneous	Diabase	36.235278	Diabase	Grand Canyon	247.670556	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	UI4-1:UI4-2:UI4-3:UI4-4:UI4-5:UI4-7:UI4-8	UI4	pmagpy-4.2.24-1: demag_gui.v.3.0	UI4-1a:UI4-2a:UI4-3a:UI4-4a:UI4-5a:UI4-7a:UI4-8a	5.3	3.0	66.4	18.9
1098.1	1098.5	1097.7	Ma	This study	8.3	mt	314.1	51.6	54.0	7	7	7	n	6.8885	100	Intrusive:Igneous	Diabase	36.235278	Diabase	Grand Canyon	247.670556	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	g	UI4-1:UI4-2:UI4-3:UI4-4:UI4-5:UI4-7:UI4-8	UI4	pmagpy-4.2.24-1: demag_gui.v.3.0	UI4-1a:UI4-2a:UI4-3a:UI4-4a:UI4-5a:UI4-7a:UI4-8a	11.3	7.7	52.2	165.4
1098.1	1098.5	1097.7	Ma	This study	14.3	lt	16.0	56.9	29.0	5	5	5	n	4.8643	0	Intrusive:Igneous	Diabase	36.348333	Diabase	Grand Canyon	247.5475	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	UI5-1:UI5-2:UI5-4:UI5-5:UI5-6	UI5	pmagpy-4.2.24-1: demag_gui.v.3.0	UI5-1a:UI5-2a:UI5-4a:UI5-5a:UI5-6a	20.8	15.1	77.2	327.7
1098.1	1098.5	1097.7	Ma	This study	6.4	mt	284.5	43.6	76.0	8	8	8	t	7.9075	0	Intrusive:Igneous	Diabase	36.348333	Diabase	Grand Canyon	247.5475	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:LP-DC4:DE-FM	g	UI5-1:UI5-2:UI5-3:UI5-4:UI5-5:UI5-6:UI5-7:UI5-8	UI5	pmagpy-4.2.24-1: demag_gui.v.3.0	UI5-1a:UI5-2a:UI5-3a:UI5-4a:UI5-5a:UI5-6a:UI5-7a:UI5-8a	8.0	5.0	25.9	171.2
1098.1	1098.5	1097.7	Ma	This study	14.3	lt	23.3	46.3	29.0	5	5	5	n	4.8641	100	Intrusive:Igneous	Diabase	36.348333	Diabase	Grand Canyon	247.5475	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	UI5-1:UI5-2:UI5-4:UI5-5:UI5-6	UI5	pmagpy-4.2.24-1: demag_gui.v.3.0	UI5-1a:UI5-2a:UI5-4a:UI5-5a:UI5-6a	18.3	11.8	68.5	354.8
1098.1	1098.5	1097.7	Ma	This study	6.4	mt	295.6	49.3	76.0	8	8	8	n	7.9074	100	Intrusive:Igneous	Diabase	36.348333	Diabase	Grand Canyon	247.5475	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:LP-DC4:DE-FM:DA-DIR-GEO	g	UI5-1:UI5-2:UI5-3:UI5-4:UI5-5:UI5-6:UI5-7:UI5-8	UI5	pmagpy-4.2.24-1: demag_gui.v.3.0	UI5-1a:UI5-2a:UI5-3a:UI5-4a:UI5-5a:UI5-6a:UI5-7a:UI5-8a	8.5	5.6	36.8	170.8
